 format: day,hour,value location:100_76 Start : 20230101 
1,0,5.8
1,100,7.6
1,200,8.4
1,300,9.1
1,400,9.9
1,500,8.6
1,600,8
1,700,5
1,800,3.1
1,900,4.5
1,1000,3.7
1,1100,3.6
1,1200,3.7
1,1300,4.1
1,1400,4.1
1,1500,4.4
1,1600,4.2
1,1700,2.5
1,1800,1.2
1,1900,1.7
1,2000,1.8
1,2100,0.9
1,2200,1.6
1,2300,4.2
2,0,5.4
2,100,7
2,200,7.2
2,300,7.1
2,400,7.7
2,500,7.7
2,600,6.4
2,700,3.6
2,800,3.2
2,900,3
2,1000,3.2
2,1100,2.9
2,1200,1.5
2,1300,1.3
2,1400,1.4
2,1500,-1.7
2,1600,-1.4
2,1700,-1.1
2,1800,1.1
2,1900,0.5
2,2000,-0.1
2,2100,-0.1
2,2200,0.3
2,2300,2.2
3,0,5
3,100,6.5
3,200,7.7
3,300,9.1
3,400,9.1
3,500,8.2
3,600,6.9
3,700,3
3,800,2.5
3,900,2.6
3,1000,-0.9
3,1100,0.8
3,1200,0.5
3,1300,0.8
3,1400,0.5
3,1500,0.5
3,1600,0.1
3,1700,-0.3
3,1800,-0.7
3,1900,-1.5
3,2000,-0.4
3,2100,0.2
3,2200,1.5
3,2300,3.8
4,0,5.7
4,100,7
4,200,8
4,300,9
4,400,8.6
4,500,8.9
4,600,7.8
4,700,5.4
4,800,1.7
4,900,0.5
4,1000,2.5
4,1100,0.8
4,1200,-0.2
4,1300,2.5
4,1400,1.9
4,1500,1.1
4,1600,1.9
4,1700,-0.7
4,1800,-0.6
4,1900,-1.8
4,2000,-1.9
4,2100,-0.9
4,2200,2.3
4,2300,5.3
5,0,6.9
5,100,7.8
5,200,9.1
5,300,9.8
5,400,9.3
5,500,8.9
5,600,7.9
5,700,5.6
5,800,2.5
5,900,4.9
5,1000,5.5
5,1100,2.7
5,1200,3.3
5,1300,2.9
5,1400,2.9
5,1500,2
5,1600,0.4
5,1700,0
5,1800,-0.6
5,1900,-1.3
5,2000,-1.4
5,2100,-2.3
5,2200,0
5,2300,4.3
6,0,6.6
6,100,8.9
6,200,10.1
6,300,11
6,400,11.3
6,500,11.1
6,600,10.2
6,700,7.2
6,800,4.6
6,900,5.5
6,1000,4.2
6,1100,2.8
6,1200,3.4
6,1300,5.1
6,1400,6.3
6,1500,4.7
6,1600,4.6
6,1700,5.7
6,1800,4.9
6,1900,4.6
6,2000,4.1
6,2100,3.7
6,2200,4.2
6,2300,5
7,0,6.3
7,100,8.5
7,200,9.4
7,300,10
7,400,10.1
7,500,9.1
7,600,8.7
7,700,6.9
7,800,4.8
7,900,2.3
7,1000,2.8
7,1100,4.1
7,1200,4.3
7,1300,3.9
7,1400,3
7,1500,2.1
7,1600,2.2
7,1700,0.4
7,1800,2.6
7,1900,1.9
7,2000,-0.9
7,2100,-1.1
7,2200,0.3
7,2300,4.9
8,0,8.7
8,100,10.3
8,200,12.1
8,300,13.9
8,400,12.9
8,500,12
8,600,10.1
8,700,7.9
8,800,3.5
8,900,3.7
8,1000,3.8
8,1100,3.3
8,1200,3
8,1300,3
8,1400,7.6
8,1500,5.5
8,1600,3.5
8,1700,4.4
8,1800,5.9
8,1900,6.7
8,2000,5.8
8,2100,6.8
8,2200,8
8,2300,10.7
9,0,-50
9,100,14.3
9,200,15.4
9,300,15.7
9,400,15.8
9,500,14.6
9,600,13.7
9,700,11.6
9,800,10.4
9,900,9.7
9,1000,8.9
9,1100,7
9,1200,6.2
9,1300,5.7
9,1400,5.5
9,1500,5
9,1600,5.4
9,1700,4.7
9,1800,5.2
9,1900,4.7
9,2000,3.3
9,2100,4.8
9,2200,6
9,2300,9.1
10,0,10.8
10,100,12.5
10,200,12.2
10,300,12.2
10,400,11.7
10,500,10.4
10,600,9.5
10,700,6.6
10,800,4.8
10,900,3.9
10,1000,4.9
10,1100,5
10,1200,4.4
10,1300,3.2
10,1400,3
10,1500,3.2
10,1600,3.3
10,1700,4.2
10,1800,5.6
10,1900,4.7
10,2000,4.7
10,2100,4.5
10,2200,4.8
10,2300,8.7
11,0,10.9
11,100,12.7
11,200,14.2
11,300,14
11,400,15.2
11,500,14.9
11,600,13.6
11,700,10.7
11,800,8.6
11,900,8.5
11,1000,9.4
11,1100,8.5
11,1200,6.1
11,1300,8.4
11,1400,5.4
11,1500,5.6
11,1600,6.9
11,1700,6.4
11,1800,7.7
11,1900,6.9
11,2000,6
11,2100,3.4
11,2200,4.9
11,2300,9.5
12,0,13.6
12,100,16.700001
12,200,16.200001
12,300,16.6
12,400,17.700001
12,500,16.4
12,600,14.5
12,700,11.8
12,800,11.3
12,900,12.2
12,1000,12.4
12,1100,12.6
12,1200,12.9
12,1300,13
12,1400,13.5
12,1500,14.1
12,1600,13.9
12,1700,13.8
12,1800,14.1
12,1900,14
12,2000,13.8
12,2100,13.9
12,2200,13.9
12,2300,13.7
13,0,13.9
13,100,14.4
13,200,14.8
13,300,15.5
13,400,16.200001
13,500,16.6
13,600,16.799999
13,700,16.1
13,800,15.5
13,900,14.8
13,1000,14.6
13,1100,15
13,1200,14
13,1300,12.9
13,1400,13.2
13,1500,12.4
13,1600,12.1
13,1700,11.6
13,1800,11.3
13,1900,11.2
13,2000,10.9
13,2100,10.7
13,2200,10.5
13,2300,10.7
14,0,11.3
14,100,11.2
14,200,10.5
14,300,9.9
14,400,9.6
14,500,9.3
14,600,8.9
14,700,8.5
14,800,8.3
14,900,8.4
14,1000,8.4
14,1100,8.3
14,1200,8.1
14,1300,8.1
14,1400,7.9
14,1500,7.9
14,1600,7.9
14,1700,7.5
14,1800,7.7
14,1900,7.5
14,2000,7.3
14,2100,7.4
14,2200,7.6
14,2300,7.4
15,0,7.6
15,100,7.8
15,200,7.5
15,300,7.5
15,400,7.6
15,500,7.5
15,600,7.2
15,700,7.1
15,800,6.7
15,900,6.4
15,1000,5.7
15,1100,5
15,1200,3
15,1300,2.5
15,1400,2.1
15,1500,2.1
15,1600,1.4
15,1700,0.5
15,1800,-0.3
15,1900,-1.1
15,2000,-1.4
15,2100,-1.5
15,2200,-0.1
15,2300,2.4
16,0,4.5
16,100,4.6
16,200,7.3
16,300,7.9
16,400,8.6
16,500,8.2
16,600,7.5
16,700,4.2
16,800,1.9
16,900,0.3
16,1000,0.9
16,1100,-0.1
16,1200,-0.2
16,1300,-1.6
16,1400,-1.2
16,1500,-2.1
16,1600,-2.2
16,1700,-2.4
16,1800,-0.1
16,1900,0.9
16,2000,-0.9
16,2100,-1.1
16,2200,-0.7
16,2300,0.9
17,0,3.9
17,100,7.1
17,200,8.1
17,300,6.3
17,400,8.8
17,500,8.6
17,600,7
17,700,3.9
17,800,1.7
17,900,0.5
17,1000,0.1
17,1100,-0.5
17,1200,-1
17,1300,-1.9
17,1400,-1.9
17,1500,-0.2
17,1600,0.9
17,1700,1.2
17,1800,1.5
17,1900,0
17,2000,0.1
17,2100,0.7
17,2200,0.4
17,2300,3.7
18,0,5.3
18,100,7
18,200,8.1
18,300,8
18,400,7.9
18,500,7.5
18,600,6.1
18,700,4.1
18,800,3.4
18,900,2.8
18,1000,0.1
18,1100,-0.5
18,1200,-1.2
18,1300,-1.3
18,1400,-0.2
18,1500,0.3
18,1600,0.3
18,1700,0
18,1800,-0.6
18,1900,-2.9
18,2000,-2.9
18,2100,-3
18,2200,-0.2
18,2300,2.3
19,0,4.2
19,100,6.2
19,200,6.9
19,300,7.1
19,400,7.4
19,500,7.7
19,600,6.9
19,700,4.5
19,800,1.7
19,900,0.5
19,1000,0.2
19,1100,0.7
19,1200,1.8
19,1300,3
19,1400,2.9
19,1500,2.4
19,1600,2.5
19,1700,0.4
19,1800,2
19,1900,2.4
19,2000,2.6
19,2100,0
19,2200,4
19,2300,5.5
20,0,6.6
20,100,7.7
20,200,8.7
20,300,8.7
20,400,9.2
20,500,8.1
20,600,6.2
20,700,3.7
20,800,1.9
20,900,1.4
20,1000,0.3
20,1100,-1.5
20,1200,-1.9
20,1300,-1.5
20,1400,-2.5
20,1500,-2.4
20,1600,-3.5
20,1700,-4.3
20,1800,-3.8
20,1900,-4.7
20,2000,-5.2
20,2100,-5.5
20,2200,-3.4
20,2300,0
21,0,3.4
21,100,5.9
21,200,6
21,300,7
21,400,6.9
21,500,7
21,600,6.3
21,700,3
21,800,-0.1
21,900,0
21,1000,0
21,1100,-0.9
21,1200,-1.2
21,1300,-1.2
21,1400,-1.4
21,1500,-1
21,1600,-0.2
21,1700,0.2
21,1800,-0.3
21,1900,-0.3
21,2000,0.3
21,2100,0.5
21,2200,2.9
21,2300,5.2
22,0,8.2
22,100,7.8
22,200,8.4
22,300,8.5
22,400,7.4
22,500,7.5
22,600,6.8
22,700,6.3
22,800,5.7
22,900,5.2
22,1000,5
22,1100,4.5
22,1200,4.7
22,1300,4.5
22,1400,3.4
22,1500,4.2
22,1600,4.6
22,1700,3.6
22,1800,3.7
22,1900,2.5
22,2000,2
22,2100,1.2
22,2200,2.3
22,2300,7.9
23,0,9.6
23,100,10.3
23,200,11.3
23,300,12.1
23,400,11.5
23,500,11.6
23,600,8.8
23,700,6.9
23,800,6.1
23,900,5
23,1000,3.8
23,1100,6.1
23,1200,5.8
23,1300,5.4
23,1400,4.8
23,1500,4.1
23,1600,2.9
23,1700,1.9
23,1800,0.8
23,1900,-1
23,2000,-2.2
23,2100,-3.2
23,2200,-3.7
23,2300,-4.4
24,0,-3.6
24,100,-4.1
24,200,-3.5
24,300,-3.5
24,400,-4.2
24,500,-4
24,600,-4.4
24,700,-6.7
24,800,-7.6
24,900,-8.5
24,1000,-8.9
24,1100,-9.3
24,1200,-9.7
24,1300,-9.9
24,1400,-10.4
24,1500,-10.4
24,1600,-10.7
24,1700,-11.3
24,1800,-10.3
24,1900,-9.7
24,2000,-9.7
24,2100,-9.7
24,2200,-8.7
24,2300,-5.8
25,0,-4.3
25,100,-1.5
25,200,-1.5
25,300,0.8
25,400,0.1
25,500,0.6
25,600,-0.2
25,700,-2.1
25,800,-3.6
25,900,-3.6
25,1000,-5.3
25,1100,-4.3
25,1200,-6.4
25,1300,-6.4
25,1400,-6.2
25,1500,-5.4
25,1600,-5.3
25,1700,-7
25,1800,-6.4
25,1900,-6.7
25,2000,-7
25,2100,-3.6
25,2200,-2.4
25,2300,0.6
26,0,2.1
26,100,2.4
26,200,3.9
26,300,4.6
26,400,4.4
26,500,4.9
26,600,3.8
26,700,2.7
26,800,2
26,900,2.2
26,1000,1.6
26,1100,3.3
26,1200,3.2
26,1300,3
26,1400,2.7
26,1500,2.3
26,1600,1.8
26,1700,1.1
26,1800,0
26,1900,0
26,2000,-0.2
26,2100,-0.4
26,2200,-0.9
26,2300,0.6
27,0,0.9
27,100,2.4
27,200,3.9
27,300,4.4
27,400,3.7
27,500,2.5
27,600,2
27,700,-0.2
27,800,-1.7
27,900,-1.8
27,1000,-2.5
27,1100,-3.1
27,1200,-3.9
27,1300,-4.5
27,1400,-5
27,1500,-5.4
27,1600,-5.6
27,1700,-5.9
27,1800,-6.2
27,1900,-6.4
27,2000,-5.9
27,2100,-6
27,2200,-4.5
27,2300,-2.7
28,0,-0.3
28,100,1.2
28,200,1.8
28,300,2.8
28,400,3.1
28,500,1.5
28,600,2.1
28,700,0.6
28,800,-0.4
28,900,-0.6
28,1000,-0.7
28,1100,-0.9
28,1200,-1.4
28,1300,-1.9
28,1400,-1.2
28,1500,-1.3
28,1600,-1.9
28,1700,-2.2
28,1800,-2.2
28,1900,-2.5
28,2000,-2.9
28,2100,-2.8
28,2200,-1.2
28,2300,1
29,0,3.1
29,100,4.1
29,200,5.3
29,300,5.6
29,400,6.7
29,500,6.8
29,600,6.2
29,700,4.4
29,800,2.9
29,900,0.4
29,1000,-0.4
29,1100,-1
29,1200,-1.3
29,1300,-0.1
29,1400,1.7
29,1500,-0.4
29,1600,-0.2
29,1700,1.4
29,1800,0.6
29,1900,0.8
29,2000,0.2
29,2100,0.1
29,2200,0.8
29,2300,2.5
30,0,3.9
30,100,5.7
30,200,6.9
30,300,7.3
30,400,8.7
30,500,8.2
30,600,7.6
30,700,5.4
30,800,1.4
30,900,1.4
30,1000,-0.6
30,1100,-2.2
30,1200,-1.7
30,1300,-1.9
30,1400,-1
30,1500,0.9
30,1600,0.8
30,1700,1.8
30,1800,0.9
30,1900,-1
30,2000,-2.9
30,2100,-2.9
30,2200,-0.6
30,2300,4.2
31,0,7.5
31,100,8.3
31,200,8.9
31,300,10.5
31,400,11
31,500,10.6
31,600,10.1
31,700,8
31,800,6.8
31,900,5.8
31,1000,5.1
31,1100,5.6
31,1200,4.8
31,1300,6
31,1400,6.4
31,1500,6.9
31,1600,7.4
31,1700,6.7
31,1800,6.8
31,1900,7.3
31,2000,7.4
31,2100,7.3
31,2200,8.7
31,2300,9.8
1,0,10.8
1,100,14
1,200,13.8
1,300,15.8
1,400,14.9
1,500,15.8
1,600,14.3
1,700,12.3
1,800,10
1,900,9
1,1000,7.2
1,1100,6.1
1,1200,5.2
1,1300,4.1
1,1400,2.8
1,1500,2.3
1,1600,2.4
1,1700,2.5
1,1800,2.3
1,1900,1.9
1,2000,2
1,2100,1.7
1,2200,2.7
1,2300,5
2,0,7.6
2,100,7.4
2,200,9.1
2,300,10.2
2,400,9.8
2,500,8.9
2,600,8.5
2,700,6.5
2,800,4.5
2,900,3.7
2,1000,2.9
2,1100,2.4
2,1200,1.2
2,1300,1.8
2,1400,1.3
2,1500,1.4
2,1600,2.1
2,1700,3
2,1800,3.8
2,1900,4.2
2,2000,4.5
2,2100,3.8
2,2200,4.8
2,2300,5.9
3,0,7.6
3,100,9.1
3,200,10.2
3,300,8.1
3,400,9.7
3,500,9.3
3,600,8.6
3,700,6.8
3,800,5.1
3,900,4.6
3,1000,2.6
3,1100,1.8
3,1200,1.5
3,1300,2.5
3,1400,2.1
3,1500,1.3
3,1600,3.4
3,1700,2.9
3,1800,1.8
3,1900,3.5
3,2000,1.2
3,2100,-0.9
3,2200,1.6
3,2300,3.7
4,0,5.9
4,100,8.1
4,200,7.6
4,300,8.6
4,400,9.2
4,500,9
4,600,8.6
4,700,6.3
4,800,2.7
4,900,0.8
4,1000,2.1
4,1100,1.1
4,1200,1.5
4,1300,0.8
4,1400,-0.1
4,1500,-0.1
4,1600,-2.3
4,1700,-1.8
4,1800,-1.1
4,1900,-1.6
4,2000,-2.6
4,2100,-2.4
4,2200,0.5
4,2300,4.7
5,0,8.4
5,100,9.7
5,200,10.6
5,300,11
5,400,11.8
5,500,12.4
5,600,11.1
5,700,8.1
5,800,5.8
5,900,3.8
5,1000,2.5
5,1100,1.7
5,1200,5.8
5,1300,1.5
5,1400,2.6
5,1500,0.4
5,1600,0
5,1700,0.2
5,1800,0.1
5,1900,-0.1
5,2000,-0.4
5,2100,0.2
5,2200,1.4
5,2300,4.8
6,0,8.9
6,100,11
6,200,12
6,300,11.9
6,400,11.2
6,500,11.2
6,600,10.3
6,700,9.2
6,800,7.5
6,900,8
6,1000,7.3
6,1100,7
6,1200,7
6,1300,7.5
6,1400,7.7
6,1500,6.7
6,1600,5.4
6,1700,5.8
6,1800,5.2
6,1900,5.1
6,2000,6.4
6,2100,7
6,2200,8.5
6,2300,10.3
7,0,11.3
7,100,12.2
7,200,13.2
7,300,14.5
7,400,14.3
7,500,12.3
7,600,11.2
7,700,9.5
7,800,8.2
7,900,7.4
7,1000,7.4
7,1100,6.8
7,1200,6.2
7,1300,6
7,1400,4.8
7,1500,3.9
7,1600,3
7,1700,2.7
7,1800,2.2
7,1900,2.3
7,2000,2.2
7,2100,1.8
7,2200,4
7,2300,8.6
8,0,11.6
8,100,13.7
8,200,14.1
8,300,14.9
8,400,13.5
8,500,13.1
8,600,12.2
8,700,10.1
8,800,6.2
8,900,5.9
8,1000,5.9
8,1100,5.7
8,1200,4.3
8,1300,3.7
8,1400,3.9
8,1500,3.7
8,1600,4.7
8,1700,4
8,1800,4.2
8,1900,3.7
8,2000,4.7
8,2100,4.7
8,2200,6.1
8,2300,8.3
9,0,10.6
9,100,9.7
9,200,9.3
9,300,9.4
9,400,9.5
9,500,9
9,600,8.5
9,700,7.9
9,800,7.7
9,900,7.8
9,1000,8.2
9,1100,7.8
9,1200,6.3
9,1300,6
9,1400,5.8
9,1500,5.7
9,1600,5.6
9,1700,5.4
9,1800,4.8
9,1900,4.7
9,2000,5.1
9,2100,5.4
9,2200,6
9,2300,6.3
10,0,6.9
10,100,10
10,200,12.7
10,300,11.6
10,400,12.2
10,500,10.3
10,600,11.6
10,700,9.9
10,800,7
10,900,4.4
10,1000,5
10,1100,3.4
10,1200,2.9
10,1300,2.6
10,1400,3.4
10,1500,4
10,1600,3.2
10,1700,2
10,1800,1.3
10,1900,1
10,2000,2.9
10,2100,2.5
10,2200,4.4
10,2300,7.9
11,0,10.2
11,100,10.3
11,200,10.1
11,300,10.5
11,400,10.7
11,500,10.6
11,600,9.7
11,700,8.7
11,800,7.3
11,900,6.8
11,1000,6.7
11,1100,6.1
11,1200,4.4
11,1300,3.5
11,1400,3
11,1500,3.1
11,1600,5.1
11,1700,3.3
11,1800,6.2
11,1900,4.7
11,2000,7.3
11,2100,3.7
11,2200,5.2
11,2300,9.4
12,0,11.3
12,100,12.7
12,200,13.4
12,300,12.5
12,400,11
12,500,10.5
12,600,10.2
12,700,9.6
12,800,9.3
12,900,9.5
12,1000,7.3
12,1100,7.3
12,1200,7
12,1300,6.9
12,1400,6.8
12,1500,7.5
12,1600,7
12,1700,7.7
12,1800,7.8
12,1900,7.6
12,2000,7.7
12,2100,7.7
12,2200,7.6
12,2300,7.8
13,0,7.5
13,100,7.6
13,200,7.3
13,300,6.8
13,400,7.9
13,500,8.4
13,600,8
13,700,7.1
13,800,6.3
13,900,5.7
13,1000,5.8
13,1100,5.5
13,1200,5.1
13,1300,5.3
13,1400,4.6
13,1500,4.7
13,1600,3.8
13,1700,4.3
13,1800,4.3
13,1900,4.2
13,2000,3.7
13,2100,1.5
13,2200,3.8
13,2300,6.4
14,0,9.6
14,100,10.5
14,200,8.4
14,300,9
14,400,8.6
14,500,8.2
14,600,7.8
14,700,6.1
14,800,4.5
14,900,3.9
14,1000,3.9
14,1100,3
14,1200,2.7
14,1300,1.6
14,1400,1.9
14,1500,2
14,1600,1.7
14,1700,1.7
14,1800,1.5
14,1900,1.4
14,2000,1.3
14,2100,1.2
14,2200,1.9
14,2300,2.6
15,0,5.1
15,100,4.4
15,200,4.2
15,300,5.7
15,400,4.7
15,500,4.1
15,600,3
15,700,4
15,800,2.8
15,900,2.8
15,1000,3
15,1100,2.6
15,1200,2.9
15,1300,2.1
15,1400,2.1
15,1500,2.6
15,1600,2.9
15,1700,3.1
15,1800,3
15,1900,3
15,2000,3.3
15,2100,3.5
15,2200,4.5
15,2300,5.9
16,0,7.1
16,100,7.9
16,200,7.8
16,300,8.2
16,400,7.7
16,500,7.7
16,600,7.9
16,700,8.4
16,800,6.5
16,900,5.6
16,1000,4.6
16,1100,4.8
16,1200,4.1
16,1300,4.5
16,1400,4.6
16,1500,4.5
16,1600,5
16,1700,4.4
16,1800,3.9
16,1900,2.4
16,2000,1.8
16,2100,1.1
16,2200,3.3
16,2300,7
17,0,9.3
17,100,9.7
17,200,10.1
17,300,9.3
17,400,10.1
17,500,10
17,600,9.7
17,700,8.9
17,800,8.4
17,900,7.6
17,1000,5.7
17,1100,5.6
17,1200,5.6
17,1300,5.4
17,1400,5.4
17,1500,5.5
17,1600,5.9
17,1700,6.4
17,1800,6.9
17,1900,7.2
17,2000,7.8
17,2100,8.1
17,2200,9.2
17,2300,9.9
18,0,11.4
18,100,12.2
18,200,12.3
18,300,11.4
18,400,11.9
18,500,12.1
18,600,11.3
18,700,10.9
18,800,10.7
18,900,10.9
18,1000,11
18,1100,10.3
18,1200,10.1
18,1300,10.4
18,1400,10.4
18,1500,10.4
18,1600,10.2
18,1700,10.2
18,1800,9.9
18,1900,9.6
18,2000,10.1
18,2100,9.5
18,2200,10.1
18,2300,11.8
19,0,11.2
19,100,11.9
19,200,12.2
19,300,13.4
19,400,14.6
19,500,14.7
19,600,14.2
19,700,12.3
19,800,9.1
19,900,9
19,1000,8
19,1100,7.2
19,1200,5.7
19,1300,5.3
19,1400,3.9
19,1500,3.4
19,1600,2.5
19,1700,2.4
19,1800,2.6
19,1900,0.3
19,2000,-0.6
19,2100,-0.3
19,2200,3
19,2300,4.9
20,0,6.3
20,100,8.4
20,200,9.8
20,300,8.6
20,400,10.5
20,500,10.8
20,600,9.7
20,700,7.6
20,800,3.3
20,900,2.9
20,1000,2.2
20,1100,1.8
20,1200,1
20,1300,0.6
20,1400,0
20,1500,-0.5
20,1600,-1.1
20,1700,-1.2
20,1800,-1.5
20,1900,-2.2
20,2000,-2.7
20,2100,-1.5
20,2200,1.1
20,2300,3.4
21,0,6.1
21,100,7.5
21,200,7.9
21,300,8.8
21,400,9.5
21,500,7.5
21,600,7.1
21,700,5.4
21,800,2.9
21,900,2.2
21,1000,2.1
21,1100,1.6
21,1200,1.7
21,1300,0.9
21,1400,1.2
21,1500,0.9
21,1600,0.6
21,1700,0.1
21,1800,0.4
21,1900,0.1
21,2000,0.2
21,2100,0.2
21,2200,3.5
21,2300,7.1
22,0,9.1
22,100,9.9
22,200,10
22,300,10.6
22,400,10.1
22,500,10.5
22,600,8.6
22,700,7.7
22,800,7.1
22,900,7.2
22,1000,7.3
22,1100,6.9
22,1200,6.6
22,1300,6.7
22,1400,6.9
22,1500,6.9
22,1600,6.4
22,1700,5.8
22,1800,6
22,1900,5.8
22,2000,5.6
22,2100,5.3
22,2200,6.1
22,2300,9
23,0,11
23,100,12.7
23,200,14.3
23,300,15.2
23,400,15.6
23,500,12.9
23,600,11.8
23,700,10.5
23,800,8.8
23,900,7.4
23,1000,6.6
23,1100,6.8
23,1200,7.2
23,1300,7.6
23,1400,6.6
23,1500,6.7
23,1600,7
23,1700,8.7
23,1800,6.9
23,1900,6.1
23,2000,7.3
23,2100,6.5
23,2200,9.1
23,2300,11.2
24,0,13.1
24,100,14.2
24,200,12.4
24,300,15.1
24,400,15.2
24,500,14
24,600,12.5
24,700,10.3
24,800,6.6
24,900,6.6
24,1000,6.2
24,1100,4.7
24,1200,4.5
24,1300,3.9
24,1400,2.6
24,1500,2.6
24,1600,2.6
24,1700,2.4
24,1800,2.8
24,1900,3.6
24,2000,2.9
24,2100,1.8
24,2200,2.3
24,2300,5.2
25,0,6
25,100,9.7
25,200,10.5
25,300,10.3
25,400,8.8
25,500,9.9
25,600,7
25,700,6.4
25,800,4.5
25,900,4.3
25,1000,3.8
25,1100,2.3
25,1200,1.9
25,1300,1.6
25,1400,1.6
25,1500,2
25,1600,-0.1
25,1700,0
25,1800,-0.2
25,1900,-0.8
25,2000,-0.8
25,2100,-0.7
25,2200,2.9
25,2300,7
26,0,9.7
26,100,9.9
26,200,10.7
26,300,11
26,400,10.9
26,500,10
26,600,9.3
26,700,8
26,800,4.7
26,900,3.2
26,1000,2.4
26,1100,1.7
26,1200,1.3
26,1300,1.1
26,1400,1.4
26,1500,1.2
26,1600,1.1
26,1700,1.1
26,1800,1.3
26,1900,1
26,2000,0.5
26,2100,0.7
26,2200,4.4
26,2300,9
27,0,12
27,100,13.1
27,200,13.1
27,300,14
27,400,14.6
27,500,14.3
27,600,12.9
27,700,11.3
27,800,8.5
27,900,7.2
27,1000,7
27,1100,5.2
27,1200,6.2
27,1300,7
27,1400,5.8
27,1500,6.6
27,1600,5.4
27,1700,5.4
27,1800,5.1
27,1900,5.6
27,2000,5.8
27,2100,7.1
27,2200,8.5
27,2300,11
28,0,12.7
28,100,14.2
28,200,15.2
28,300,16.299999
28,400,16.1
28,500,15.5
28,600,15
28,700,13
28,800,11.4
28,900,10.9
28,1000,10.9
28,1100,10.7
28,1200,10.1
28,1300,9
28,1400,9.5
28,1500,10.5
28,1600,10.3
28,1700,9.9
28,1800,10.3
28,1900,9.9
28,2000,9.4
28,2100,9.2
28,2200,10.6
28,2300,11.1
1,0,11.7
1,100,11.3
1,200,10.4
1,300,10.9
1,400,11.8
1,500,12.4
1,600,12.5
1,700,12
1,800,11
1,900,8.7
1,1000,9.9
1,1100,9.3
1,1200,7.4
1,1300,6
1,1400,5.4
1,1500,4.9
1,1600,4.1
1,1700,4.2
1,1800,1
1,1900,1.4
1,2000,1.2
1,2100,1.4
1,2200,3.9
1,2300,5.3
2,0,7.8
2,100,8
2,200,8.6
2,300,10.9
2,400,10.9
2,500,10.5
2,600,9
2,700,7.4
2,800,4.1
2,900,4.6
2,1000,3.2
2,1100,4.3
2,1200,3.4
2,1300,3.9
2,1400,2.6
2,1500,4
2,1600,1.6
2,1700,2
2,1800,1.4
2,1900,1.8
2,2000,-1.2
2,2100,-1.2
2,2200,3.8
2,2300,8.3
3,0,9.8
3,100,12
3,200,14.2
3,300,14.8
3,400,15.2
3,500,15.6
3,600,12.2
3,700,11.7
3,800,9.6
3,900,9.1
3,1000,8.8
3,1100,9.2
3,1200,8.5
3,1300,8.6
3,1400,9.5
3,1500,6.5
3,1600,7.1
3,1700,4.6
3,1800,3.9
3,1900,4.6
3,2000,4.7
3,2100,4.6
3,2200,6.7
3,2300,12.5
4,0,12.4
4,100,14.2
4,200,16.6
4,300,17
4,400,16.1
4,500,14.7
4,600,12.4
4,700,11.6
4,800,9.4
4,900,8.8
4,1000,8.2
4,1100,7.9
4,1200,8.1
4,1300,7.9
4,1400,7.1
4,1500,7.6
4,1600,7.6
4,1700,7
4,1800,6.9
4,1900,6.7
4,2000,7.3
4,2100,7.2
4,2200,10.3
4,2300,12.7
5,0,15
5,100,15.9
5,200,16.4
5,300,14.3
5,400,14.8
5,500,12.5
5,600,13.3
5,700,11.6
5,800,9.4
5,900,7.4
5,1000,6.1
5,1100,5.7
5,1200,5.6
5,1300,5.1
5,1400,5.1
5,1500,5.6
5,1600,5.6
5,1700,7
5,1800,7.9
5,1900,6.7
5,2000,4.6
5,2100,4.1
5,2200,8.5
5,2300,12
6,0,16.299999
6,100,17
6,200,18.299999
6,300,18
6,400,16.6
6,500,16.799999
6,600,16.1
6,700,14.2
6,800,12.7
6,900,9.8
6,1000,8.1
6,1100,9.1
6,1200,11
6,1300,10.7
6,1400,9.4
6,1500,9
6,1600,8.7
6,1700,8.7
6,1800,9.6
6,1900,8.4
6,2000,9.9
6,2100,9.6
6,2200,11.2
6,2300,14
7,0,16.6
7,100,18
7,200,19.6
7,300,18.5
7,400,17.9
7,500,19.299999
7,600,16
7,700,15.6
7,800,13.9
7,900,13
7,1000,12.5
7,1100,12.6
7,1200,11.9
7,1300,12.5
7,1400,12.9
7,1500,11.5
7,1600,12.2
7,1700,11.2
7,1800,11.5
7,1900,10.8
7,2000,10
7,2100,11.5
7,2200,14.3
7,2300,16.200001
8,0,18.200001
8,100,18.6
8,200,19.200001
8,300,18.5
8,400,18.6
8,500,18.6
8,600,18.1
8,700,17
8,800,15
8,900,13.9
8,1000,13.3
8,1100,12.6
8,1200,13
8,1300,13.7
8,1400,13
8,1500,13.4
8,1600,13.7
8,1700,14.3
8,1800,14.3
8,1900,14.2
8,2000,14.4
8,2100,14.7
8,2200,15.1
8,2300,15.7
9,0,18
9,100,17.700001
9,200,18.200001
9,300,19.200001
9,400,19.299999
9,500,19
9,600,18.6
9,700,16.6
9,800,15
9,900,14.5
9,1000,13.7
9,1100,13.6
9,1200,12.8
9,1300,12.1
9,1400,11.8
9,1500,10.2
9,1600,9.5
9,1700,9.1
9,1800,8.8
9,1900,8.2
9,2000,7.6
9,2100,9.4
9,2200,13.6
9,2300,15.5
10,0,17.5
10,100,19.200001
10,200,20.4
10,300,19.799999
10,400,20
10,500,19.1
10,600,17.6
10,700,15.2
10,800,12.3
10,900,11.2
10,1000,10.3
10,1100,11.1
